,price,place,built,sqft,sale,yearsOld,floor,totalFloor,bhk
812,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2299,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1344,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2164,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
478,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1253,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1640,29300000,Malleshwaram,Super built-up  Area,2475,Resale,5,15,23,15
677,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2529,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
260,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1631,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1197,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
293,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
995,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1121,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2579,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1109,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1036,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2052,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
252,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1541,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2936,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1186,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2085,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
643,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1610,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
74,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2622,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2636,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
519,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2595,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1260,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1543,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
642,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1795,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
284,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2075,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2855,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2518,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2449,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
162,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
954,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2893,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1017,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
439,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1723,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1069,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1832,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1185,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1378,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1462,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2901,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2117,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
66,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
287,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1702,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2315,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
149,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2468,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
421,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2536,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2816,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
587,47500000,Rajaji Nagar,Super built-up  Area,3526,Resale,5,17,29,17
1686,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2716,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
12,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
531,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2353,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2766,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
470,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1146,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
249,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
560,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
259,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1885,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2054,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2772,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2004,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2191,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
287,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2384,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2482,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2556,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
272,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2888,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2699,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
318,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2782,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2360,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
986,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2476,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
12,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2613,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2556,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2798,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1327,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1400,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1958,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2032,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2932,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1093,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2060,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
722,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1511,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2731,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2180,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
608,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1816,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2910,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
244,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1557,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1025,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
960,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2170,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
17,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2229,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1142,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
843,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2268,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
272,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2599,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
200,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2808,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
1623,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
726,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1811,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2059,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
583,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
685,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1038,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1673,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2629,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1913,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1893,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
534,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2907,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
771,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1953,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2576,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2914,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2092,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1825,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2200,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2337,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
781,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
203,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
217,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
281,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2735,29300000,Malleshwaram,Super built-up  Area,2475,Resale,5,15,23,15
1369,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2759,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
585,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
588,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
614,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1293,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1773,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2152,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
380,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
255,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2101,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
740,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1569,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1123,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1579,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1093,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1560,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
246,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2764,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2731,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1375,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
672,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1450,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
560,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2555,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1747,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1017,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1381,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2165,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2494,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2124,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
907,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1553,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1529,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
624,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1257,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1244,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
574,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
140,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2305,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2620,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
469,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1107,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2536,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2717,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2428,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
404,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2651,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2386,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2321,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
906,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2722,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1209,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1401,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
508,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
452,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
798,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2625,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
918,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
17,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1945,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
80,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
901,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2178,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2005,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2366,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
3,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2795,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1317,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1257,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2827,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1723,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1799,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2529,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
716,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1525,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
245,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
561,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1132,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1267,29300000,Malleshwaram,Super built-up  Area,2475,Resale,5,15,23,15
2653,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2543,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2733,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1540,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
852,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2555,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
223,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1125,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2433,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2400,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2428,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1070,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2537,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1810,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1830,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1345,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1436,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
694,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
443,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
206,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1326,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2652,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2701,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2310,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2600,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
602,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1815,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1808,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1945,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1088,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1385,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1569,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2160,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
270,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
808,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2323,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1776,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1644,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2598,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2756,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1621,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1948,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
691,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
728,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2891,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1668,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2682,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
225,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1281,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2588,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1728,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2790,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
492,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
380,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2236,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
449,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1295,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
625,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2901,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
478,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2732,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
805,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2593,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1180,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
104,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
